parameter,parameter_value,log10_value,total_infected_area,total_virus_AUC,total_infected_AUC,peak_time_virus,peak_virus,peak_time_infection,peak_infection,peak_time_IFN,peak_IFN
k_FV,71.96856730011521,1.8571428571428572,0.30859375,18.890080009714872,5.24629159243598,2.2,8.244665798594834,2.1,2.154107240628884,7.4,47.5029153226538
k_FV,100.0,2.0,0.30859375,18.903840618439254,5.24700804690376,2.2,8.244680793833137,2.1,2.154107380697082,7.4,47.51949826107281
k_FV,138.94954943731375,2.142857142857143,0.30859375,18.915675613902092,5.247632129039722,2.2,8.244692172021756,2.1,2.1541071738474318,7.4,47.53360732199827
k_FV,193.06977288832496,2.2857142857142856,0.30859375,18.92546587549324,5.2481496364790186,2.2,8.244699267299298,2.1,2.1541069164106807,7.4,47.54537313149407
k_FV,268.26957952797244,2.4285714285714284,0.30859375,18.933340483671895,5.2485726232382,2.2,8.244705461251753,2.1,2.1541068242866275,7.4,47.55450445973489
k_FV,372.7593720314942,2.5714285714285716,0.30859375,18.93948674071123,5.248900925968271,2.2,8.244710687526654,2.1,2.1541068354505826,7.4,47.5618003517289
k_FV,517.9474679231213,2.7142857142857144,0.30859375,18.944191927129836,5.249151748448273,2.2,8.244713620465651,2.1,2.154106562469501,7.4,47.56738513039611
k_FV,719.6856730011522,2.857142857142857,0.30859375,18.947724760298776,5.2493372960155735,2.2,8.244716674456972,2.1,2.1541072244425106,7.4,47.57176631380814
k_FV,1000.0,3.0,0.30859375,18.950365673407266,5.24947794464404,2.2,8.244718453785103,2.1,2.1541073497708156,7.4,47.57495390783848
k_IF,0.20000000000000004,-0.6989700043360187,0.30859375,22.166991611094133,5.084312120672096,2.3,7.787238384654259,1.9,1.8217791141568922,9.3,16.095413743284226
k_IF,0.2778990988746276,-0.5561128614788758,0.30859375,20.985683793165745,4.9490199923108396,2.3,7.896757736209984,1.9,1.8862372827599403,8.5,20.532571851668127
k_IF,0.38613954577665005,-0.41325571862173305,0.30859375,20.213281756957613,4.904874105041014,2.3,7.984463484731535,2.0,1.943680322985137,8.0,25.360407308247243
k_IF,0.5365391590559452,-0.2703985757645902,0.30859375,19.711267719023162,4.9230101738728616,2.2,8.05797843028088,2.0,1.9978229619003418,7.6,30.212133191108887
k_IF,0.7455187440629881,-0.12754143290744732,0.30859375,19.38050204229857,4.979170896698459,2.2,8.123871463910062,2.1,2.04623964273341,7.4,34.894366994150275
k_IF,1.0358949358462424,0.01531570994969554,0.30859375,19.158246007086028,5.057264855496232,2.2,8.175304120264881,2.1,2.0904310374597346,7.3,39.33460364363476
k_IF,1.4393713460023043,0.1581728528068384,0.30859375,19.007103555481134,5.148019888006854,2.2,8.214772071658805,2.1,2.1260843445818445,7.3,43.52718050091896
k_IF,2.0000000000000004,0.30102999566398125,0.30859375,18.903845667989206,5.247008952074006,2.2,8.244680196834612,2.1,2.154106894232779,7.4,47.519500142213765
k_IF,2.778990988746276,0.4438871385211241,0.30859375,18.833789617958832,5.353087836251761,2.2,8.267066623887777,2.2,2.1761391734011184,7.5,51.397978689024136
k_IF,3.8613954577665006,0.586744281378267,0.30859375,18.78733165915838,5.466691193512715,2.2,8.283675345985722,2.2,2.1945358538329973,7.7,55.26423941518248
k_IF,5.365391590559453,0.7296014242354099,0.30859375,18.757614998901968,5.588246187436151,2.2,8.295912338577232,2.2,2.208416462086781,7.9,59.20034724276959
k_IF,7.455187440629881,0.8724585670925527,0.32421875,18.739972459199066,5.717340372532488,2.2,8.304875007666563,2.2,2.2187809652896644,8.2,63.24176159238499
k_IF,10.358949358462421,1.0153157099496954,0.32421875,18.730681899869275,5.852303693189724,2.2,8.311405842491133,2.2,2.226446836945401,8.5,67.37643897870804
k_IF,14.393713460023044,1.1581728528068385,0.32421875,18.72711133100421,5.990778938285491,2.2,8.316159180729885,2.2,2.23208543723989,8.8,71.55808276501241
k_IF,20.000000000000004,1.3010299956639813,0.32421875,18.727362197440833,6.1305699469575226,2.2,8.319604048592334,2.2,2.236209015389478,9.2,75.7443046949583
a_F,100.0,2.0,0.79296875,159.97029654908295,27.8323568276819,7.9,23.2545719012478,7.9,4.286272149662902,10.0,1.2394941090795797
a_F,138.94954943731375,2.142857142857143,0.79296875,154.40813790766796,27.523201233839156,6.9,22.25215513906075,7.9,4.179842646774166,10.0,1.5380031888034082
a_F,193.06977288832496,2.2857142857142856,0.78515625,145.34254636482078,26.948776989496597,6.7,21.046775583683274,8.0,3.992506649929669,10.0,2.3516126798987416
a_F,268.26957952797244,2.4285714285714284,0.77734375,129.70086580981808,25.660560947959706,6.2,19.40702054968298,6.9,3.6079214563168573,10.0,6.773853924521101
a_F,372.7593720314942,2.5714285714285716,0.73828125,105.00590842102585,22.056265599144936,5.6,17.113675260058653,6.4,3.255638820295986,10.0,25.09832433315635
a_F,517.9474679231213,2.7142857142857144,0.6328125,74.59067609471194,16.488067079859988,4.5,14.101817603053023,5.2,2.7507956266944684,10.0,35.989993437026314
a_F,719.6856730011522,2.857142857142857,0.4375,41.78043614992176,10.174197027186947,3.0,11.044644133738073,2.6,2.2543118528324975,10.0,39.72090952493815
a_F,1000.0,3.0,0.30859375,18.903840618439254,5.24700804690376,2.2,8.244680793833137,2.1,2.154107380697082,7.4,47.51949826107281
a_F,1389.4954943731375,3.142857142857143,0.26171875,10.416495855755095,3.4982617054709575,1.7,5.8744225754309145,1.8,2.011955756356949,5.6,70.89062187761768
a_F,1930.6977288832495,3.2857142857142856,0.25,6.565531029097415,2.7135544235421936,1.5,4.206295267679348,1.6,1.841676094827525,4.7,97.75847292017005
a_F,2682.6957952797247,3.4285714285714284,0.2265625,4.39980659821097,2.2260033554940195,1.3,3.0583016596135315,1.5,1.660905461757181,4.3,128.63425407121815
a_F,3727.593720314942,3.5714285714285716,0.2109375,3.0522708547385355,1.8865190038702697,1.2,2.1863966504269072,1.4,1.4923718683604124,4.0,166.49419698553288
a_F,5179.474679231213,3.7142857142857144,0.203125,2.1672698808812823,1.623966356858269,1.1,1.6171341563133756,1.3,1.3301145554256502,3.8,212.28382255393328
a_F,7196.856730011521,3.857142857142857,0.203125,1.5619450096367138,1.4086704270229986,1.0,1.2289187493978533,1.3,1.188386118979647,3.7,267.6382298104507
a_F,10000.0,4.0,0.203125,1.1391623233789183,1.2298194409756684,0.9,0.9530630866639267,1.2,1.0596899873611247,3.6,335.5528386721108
K_F,1.0,0.0,0.1875,0.8815174195535129,1.1576741541490183,1.4,0.33051607148519635,1.2,0.5914681015270387,6.9,33.98296005775348
K_F,1.3894954943731377,0.14285714285714285,0.203125,0.9980189522930509,1.2233499668043546,1.4,0.4002310394182398,1.2,0.706777079834226,6.5,35.50233260514813
K_F,1.93069772888325,0.2857142857142857,0.203125,1.2068043979008283,1.3298074411691725,1.2,0.5222212353624821,1.2,0.8507731923769295,6.1,37.882345506505175
K_F,2.6826957952797255,0.42857142857142855,0.203125,1.5811418101980788,1.493608871873088,0.9,0.7699179731475662,1.2,1.021335607939179,5.7,41.230265256922046
K_F,3.72759372031494,0.5714285714285714,0.203125,2.282802017185564,1.7444832845032965,1.0,1.2930258277397473,1.3,1.2427238338544397,5.4,45.53191357236271
K_F,5.179474679231212,0.7142857142857143,0.2109375,3.702502568783878,2.1424764766062308,1.2,2.26033863285027,1.4,1.5148848680741045,5.3,50.26564850135213
K_F,7.196856730011519,0.8571428571428571,0.25,7.040759310764173,2.884530082942585,1.5,4.241926783849948,1.7,1.8483009786120346,5.5,53.76865329318547
K_F,10.0,1.0,0.30859375,18.903840618439254,5.24700804690376,2.2,8.244680793833137,2.1,2.154107380697082,7.4,47.51949826107281
K_F,13.894954943731374,1.1428571428571428,0.6328125,73.72859209995762,16.09424774309146,4.5,14.086744106386549,5.2,2.7481618894871946,10.0,55.94667872416415
K_F,19.306977288832506,1.2857142857142858,0.76953125,129.2153752158418,25.591109601150343,6.2,19.396613099270983,6.9,3.6062231918309244,10.0,8.962728417388394
K_F,26.826957952797258,1.4285714285714286,0.79296875,154.33379017790685,27.51850808218363,6.9,22.24659061417604,7.9,4.178654887178506,10.0,1.5498328981378875
K_F,37.2759372031494,1.5714285714285714,0.80078125,163.5346150879144,28.019594616298978,8.0,24.10993049760859,7.9,4.346476328122659,10.0,1.0950227089547613
K_F,51.7947467923121,1.7142857142857142,0.8046875,167.58361225982628,28.22265179144456,8.0,25.100503537081277,7.8,4.4127765813839215,10.0,0.9592947512731218
K_F,71.96856730011521,1.8571428571428572,0.80859375,169.522728646458,28.315871604483174,8.0,25.576403024856535,7.8,4.444972744223438,10.0,0.9034106327861954
K_F,100.0,2.0,0.8125,170.48856460705824,28.361331133903573,8.0,25.813708185747306,7.8,4.4604268581010995,10.0,0.8774355682688095
