param1,param2,log10_val1,log10_val2,val1,val2,contained,solver_success
a_F,DF_DV_ratio,1.9944112176190298,3.9760429751987694,98.72138000000004,9463.307999999997,1,1
a_F,DF_DV_ratio,1.9944112176190298,4.109376308532103,98.72138000000004,12864.008208651887,1,1
a_F,DF_DV_ratio,1.9944112176190298,4.242709641865436,98.72138000000004,17486.771770744737,1,1
a_F,DF_DV_ratio,1.9944112176190298,4.37604297519877,98.72138000000004,23770.754962396073,1,1
a_F,DF_DV_ratio,1.9944112176190298,4.509376308532103,98.72138000000004,32312.927674140497,1,1
a_F,DF_DV_ratio,1.9944112176190298,4.642709641865436,98.72138000000004,43924.7847418385,1,1
a_F,DF_DV_ratio,1.9944112176190298,4.776042975198769,98.72138000000004,59709.43685678164,0,1
a_F,DF_DV_ratio,1.9944112176190298,4.909376308532103,98.72138000000004,81166.404587024,0,1
a_F,DF_DV_ratio,1.9944112176190298,5.042709641865436,98.72138000000004,110334.07080000301,0,1
a_F,DF_DV_ratio,1.9944112176190298,5.1760429751987695,98.72138000000004,149983.32427362798,0,1
a_F,DF_DV_ratio,1.9944112176190298,5.309376308532102,98.72138000000004,203880.79037656225,0,1
a_F,DF_DV_ratio,1.9944112176190298,5.442709641865436,98.72138000000004,277146.65537574515,0,1
a_F,DF_DV_ratio,1.9944112176190298,5.576042975198769,98.72138000000004,376741.0771956271,0,1
a_F,DF_DV_ratio,1.9944112176190298,5.709376308532103,98.72138000000004,512125.39099233615,0,1
a_F,DF_DV_ratio,1.9944112176190298,5.842709641865436,98.72138000000004,696160.9231765951,0,1
a_F,DF_DV_ratio,1.9944112176190298,5.976042975198769,98.72138000000004,946330.7999999997,0,1
a_F,DF_DV_ratio,1.9944112176190298,6.109376308532103,98.72138000000004,1.2864008208651887e6,0,1
a_F,DF_DV_ratio,1.9944112176190298,6.242709641865436,98.72138000000004,1.7486771770744738e6,0,1
a_F,DF_DV_ratio,1.9944112176190298,6.37604297519877,98.72138000000004,2.377075496239607e6,0,1
a_F,DF_DV_ratio,1.9944112176190298,6.509376308532103,98.72138000000004,3.2312927674140497e6,0,1
a_F,DF_DV_ratio,1.9944112176190298,6.642709641865436,98.72138000000004,4.39247847418385e6,0,1
a_F,DF_DV_ratio,1.9944112176190298,6.776042975198769,98.72138000000004,5.9709436856781645e6,0,1
a_F,DF_DV_ratio,1.9944112176190298,6.909376308532103,98.72138000000004,8.116640458702399e6,0,1
a_F,DF_DV_ratio,1.9944112176190298,7.042709641865436,98.72138000000004,1.1033407080000302e7,0,1
a_F,DF_DV_ratio,1.9944112176190298,7.1760429751987695,98.72138000000004,1.4998332427362798e7,0,1
a_F,DF_DV_ratio,1.9944112176190298,7.309376308532102,98.72138000000004,2.0388079037656225e7,0,1
a_F,DF_DV_ratio,1.9944112176190298,7.442709641865436,98.72138000000004,2.771466553757452e7,0,1
a_F,DF_DV_ratio,1.9944112176190298,7.576042975198769,98.72138000000004,3.767410771956271e7,0,1
a_F,DF_DV_ratio,1.9944112176190298,7.709376308532103,98.72138000000004,5.121253909923361e7,0,1
a_F,DF_DV_ratio,1.9944112176190298,7.842709641865436,98.72138000000004,6.961609231765951e7,0,1
a_F,DF_DV_ratio,1.9944112176190298,7.976042975198769,98.72138000000004,9.463307999999997e7,0,1
a_F,DF_DV_ratio,2.127744550952363,3.9760429751987694,134.1975388193475,9463.307999999997,1,1
a_F,DF_DV_ratio,2.127744550952363,4.109376308532103,134.1975388193475,12864.008208651887,1,1
a_F,DF_DV_ratio,2.127744550952363,4.242709641865436,134.1975388193475,17486.771770744737,1,1
a_F,DF_DV_ratio,2.127744550952363,4.37604297519877,134.1975388193475,23770.754962396073,1,1
a_F,DF_DV_ratio,2.127744550952363,4.509376308532103,134.1975388193475,32312.927674140497,1,1
a_F,DF_DV_ratio,2.127744550952363,4.642709641865436,134.1975388193475,43924.7847418385,1,1
a_F,DF_DV_ratio,2.127744550952363,4.776042975198769,134.1975388193475,59709.43685678164,0,1
a_F,DF_DV_ratio,2.127744550952363,4.909376308532103,134.1975388193475,81166.404587024,0,1
a_F,DF_DV_ratio,2.127744550952363,5.042709641865436,134.1975388193475,110334.07080000301,0,1
a_F,DF_DV_ratio,2.127744550952363,5.1760429751987695,134.1975388193475,149983.32427362798,0,1
a_F,DF_DV_ratio,2.127744550952363,5.309376308532102,134.1975388193475,203880.79037656225,0,1
a_F,DF_DV_ratio,2.127744550952363,5.442709641865436,134.1975388193475,277146.65537574515,0,1
a_F,DF_DV_ratio,2.127744550952363,5.576042975198769,134.1975388193475,376741.0771956271,0,1
a_F,DF_DV_ratio,2.127744550952363,5.709376308532103,134.1975388193475,512125.39099233615,0,1
a_F,DF_DV_ratio,2.127744550952363,5.842709641865436,134.1975388193475,696160.9231765951,0,1
a_F,DF_DV_ratio,2.127744550952363,5.976042975198769,134.1975388193475,946330.7999999997,0,1
a_F,DF_DV_ratio,2.127744550952363,6.109376308532103,134.1975388193475,1.2864008208651887e6,0,1
a_F,DF_DV_ratio,2.127744550952363,6.242709641865436,134.1975388193475,1.7486771770744738e6,0,1
a_F,DF_DV_ratio,2.127744550952363,6.37604297519877,134.1975388193475,2.377075496239607e6,0,1
a_F,DF_DV_ratio,2.127744550952363,6.509376308532103,134.1975388193475,3.2312927674140497e6,0,1
a_F,DF_DV_ratio,2.127744550952363,6.642709641865436,134.1975388193475,4.39247847418385e6,0,1
a_F,DF_DV_ratio,2.127744550952363,6.776042975198769,134.1975388193475,5.9709436856781645e6,0,1
a_F,DF_DV_ratio,2.127744550952363,6.909376308532103,134.1975388193475,8.116640458702399e6,0,1
a_F,DF_DV_ratio,2.127744550952363,7.042709641865436,134.1975388193475,1.1033407080000302e7,0,1
a_F,DF_DV_ratio,2.127744550952363,7.1760429751987695,134.1975388193475,1.4998332427362798e7,0,1
a_F,DF_DV_ratio,2.127744550952363,7.309376308532102,134.1975388193475,2.0388079037656225e7,0,1
a_F,DF_DV_ratio,2.127744550952363,7.442709641865436,134.1975388193475,2.771466553757452e7,0,1
a_F,DF_DV_ratio,2.127744550952363,7.576042975198769,134.1975388193475,3.767410771956271e7,0,1
a_F,DF_DV_ratio,2.127744550952363,7.709376308532103,134.1975388193475,5.121253909923361e7,0,1
a_F,DF_DV_ratio,2.127744550952363,7.842709641865436,134.1975388193475,6.961609231765951e7,0,1
a_F,DF_DV_ratio,2.127744550952363,7.976042975198769,134.1975388193475,9.463307999999997e7,0,1
a_F,DF_DV_ratio,2.2610778842856964,3.9760429751987694,182.42228203424906,9463.307999999997,1,1
a_F,DF_DV_ratio,2.2610778842856964,4.109376308532103,182.42228203424906,12864.008208651887,1,1
a_F,DF_DV_ratio,2.2610778842856964,4.242709641865436,182.42228203424906,17486.771770744737,1,1
a_F,DF_DV_ratio,2.2610778842856964,4.37604297519877,182.42228203424906,23770.754962396073,1,1
a_F,DF_DV_ratio,2.2610778842856964,4.509376308532103,182.42228203424906,32312.927674140497,1,1
a_F,DF_DV_ratio,2.2610778842856964,4.642709641865436,182.42228203424906,43924.7847418385,1,1
a_F,DF_DV_ratio,2.2610778842856964,4.776042975198769,182.42228203424906,59709.43685678164,1,1
a_F,DF_DV_ratio,2.2610778842856964,4.909376308532103,182.42228203424906,81166.404587024,0,1
a_F,DF_DV_ratio,2.2610778842856964,5.042709641865436,182.42228203424906,110334.07080000301,0,1
a_F,DF_DV_ratio,2.2610778842856964,5.1760429751987695,182.42228203424906,149983.32427362798,0,1
a_F,DF_DV_ratio,2.2610778842856964,5.309376308532102,182.42228203424906,203880.79037656225,0,1
a_F,DF_DV_ratio,2.2610778842856964,5.442709641865436,182.42228203424906,277146.65537574515,0,1
a_F,DF_DV_ratio,2.2610778842856964,5.576042975198769,182.42228203424906,376741.0771956271,0,1
a_F,DF_DV_ratio,2.2610778842856964,5.709376308532103,182.42228203424906,512125.39099233615,0,1
a_F,DF_DV_ratio,2.2610778842856964,5.842709641865436,182.42228203424906,696160.9231765951,0,1
a_F,DF_DV_ratio,2.2610778842856964,5.976042975198769,182.42228203424906,946330.7999999997,0,1
a_F,DF_DV_ratio,2.2610778842856964,6.109376308532103,182.42228203424906,1.2864008208651887e6,0,1
a_F,DF_DV_ratio,2.2610778842856964,6.242709641865436,182.42228203424906,1.7486771770744738e6,0,1
a_F,DF_DV_ratio,2.2610778842856964,6.37604297519877,182.42228203424906,2.377075496239607e6,0,1
a_F,DF_DV_ratio,2.2610778842856964,6.509376308532103,182.42228203424906,3.2312927674140497e6,0,1
a_F,DF_DV_ratio,2.2610778842856964,6.642709641865436,182.42228203424906,4.39247847418385e6,0,1
a_F,DF_DV_ratio,2.2610778842856964,6.776042975198769,182.42228203424906,5.9709436856781645e6,0,1
a_F,DF_DV_ratio,2.2610778842856964,6.909376308532103,182.42228203424906,8.116640458702399e6,0,1
a_F,DF_DV_ratio,2.2610778842856964,7.042709641865436,182.42228203424906,1.1033407080000302e7,0,1
a_F,DF_DV_ratio,2.2610778842856964,7.1760429751987695,182.42228203424906,1.4998332427362798e7,0,1
a_F,DF_DV_ratio,2.2610778842856964,7.309376308532102,182.42228203424906,2.0388079037656225e7,0,1
a_F,DF_DV_ratio,2.2610778842856964,7.442709641865436,182.42228203424906,2.771466553757452e7,0,1
a_F,DF_DV_ratio,2.2610778842856964,7.576042975198769,182.42228203424906,3.767410771956271e7,0,1
a_F,DF_DV_ratio,2.2610778842856964,7.709376308532103,182.42228203424906,5.121253909923361e7,0,1
a_F,DF_DV_ratio,2.2610778842856964,7.842709641865436,182.42228203424906,6.961609231765951e7,0,1
